reviewId,content,score,sentimen
1ae1f33e-1026-4faa-9855-f15513a9e873,Parah skrg... Pin baru ganti nga bisa pakai... Nga bisa kirim uang.... Lemot pula... Akun gw dibekuin mana ada saldo 1jt,1,negatif
4e944a7f-d1b2-48ee-8ec0-6062d45794f0,dana kenapa gk bisa di akses,2,negatif
888c4f61-d848-4871-a812-c3c64c507b40,Di updt malah buruk ngga bisa masuk,1,negatif
a0124abc-46c5-45de-8a4c-94fba030aa9f,"Apaan ini tiba"" Verifikasi akun... Uda masukin pin benar malah gak muncul apa"".. Asli makin jelek ini APK",1,negatif
9de6af89-08a0-489f-8f5c-8ea2091c27bc,"Kontollll, ga bisa login ke akun sendiri. Gimanaaaa",1,negatif
2ffef0f3-8802-47c6-9b47-e9c3ec6da32b,Sistem ribet,1,negatif
1a35d213-39c6-47ef-9f65-6245a47bb607,B👍etter rrtr trŕřŕr trþGetter,3,netral
0403f3f0-4503-4e80-b38c-972af7411d2f,Kak ini dana nya buat ngirim kok gagal ada apa ya,5,positif
33341199-ac31-4204-8b09-22eb36d2d817,apknya bagus cuma kadang jaringanya tlong di perbaiki,5,positif
c6dfe405-084f-46a9-bfc3-46d4df350f41,Mantap betul,5,positif
01fe13c7-12bd-4a42-b725-48c5b2efcdb7,sangat bagussss,1,negatif
299cf4f0-9882-4b1b-91e8-bad2b67f83ca,ya cepat pengiriman nya,3,netral
302f66b8-3452-4594-ab59-b2e35a0de3c4,Mantap,5,positif
5e435eb7-e575-48d4-8a83-5e0e8871b0e8,"Uang saya hilang,ditansper lewat dana ke atm,dapat notip uang ya keluar senidiri,apk dancokkkkk",1,negatif
406aa165-21f6-474e-8ff6-75c9cf46a76e,sangat aman,5,positif
24b5d259-d8f9-40b1-8b5d-cc800ca41fe0,Kya makin susah dah login aja udah bener pin nya masih salah,2,negatif
0d5885f4-7b00-44cf-97ff-ff1a1e876486,Aplikasi inih bagus😁👍,5,positif
76736135-dece-456f-9e42-5ea1e1280296,mantap,5,positif
093ff9e3-d863-4c2a-9a48-2539c1e22993,"Lawak dek"",pin udah bener masih aja salah,udh ganti beberapa kali tiap masukin pin selalu gagal ,,App terburuk",1,negatif
35ef1d82-5217-49eb-ba9d-1f4fba8f679c,sngat bagus,5,positif
a353a1d2-ef87-4075-83a7-86e44868cd25,Baik,3,netral
f6fdbbcb-3c44-49f3-b931-82736542cb80,Alhamdulillah proses transaksi jadi mudah segalanya,5,positif
b39d181e-bb9a-4299-9006-536bad5b9bad,👍,5,positif
63ae452d-74e5-43b3-9eb1-2ca98850c1d6,sangat oke,5,positif
ec2b61af-3af8-41b0-95ce-d59f9375cae9,KENAPA YAH DANA SAYA TIDAK BISA MENGIRIM,5,positif
231edc80-7ded-4ac1-b4a5-ff1ebcd0772c,Mau komen apa yaaa...soalnya saldo uangku masih receh..nasib...nasib....,5,positif
50dd5162-1ba6-4471-b35c-0d0192ce205c,"Akun saya tidak bisa login,,, di suruh update aplikasi,,, padahal sudah yang terbaru,, kacau ini aplikasi,,, di kirim email le cs nya belum ada balasam, hadeh,,, uang saya nyangkut gimana ini solusinya woy",1,negatif
b2473557-6df4-476e-9dfe-7fc51323b8a0,suka keluar sendiri bos.adakah solusi,2,negatif
58cbe861-342b-466d-bfd3-34ed61fd9eff,mantap,4,positif
894cc93a-0f64-4392-b7ca-27c0dd071913,"Kecewa banget sih sama dana yg sekarang, padahal pin nya udh bener tapi katanya salah berulang kali ganti pin tapi tetep aja salah, dhlah gamau makek dana lagi udh sy uninstall.",1,negatif
4338a969-45e6-424b-bc58-47f7d2af6c7f,Plis lah dana klo misalnya lupa pin jangan di persulit 🙏🙏,1,negatif
b4108666-4be4-4590-b537-6f03f944a581,mantap,5,positif
02a93aec-a6fc-405d-8c10-bd336a020544,sangat membatu saya,5,positif
ac5bafa7-0e9c-4d36-89cb-4faa522c641b,Sangat membantu,5,positif
1b2fb61d-a31c-4538-94e7-b8d9178232b2,"Min tambahin menu fitur kirim ke dompet digital lain, pastinya ok 👍👍👍",2,negatif
d5feaf20-1918-477c-854e-63324d86b15c,Mantap kirim dana dong,5,positif
770577c2-2837-427c-9fe5-1b5a48b3e8c2,"Kacau ini apk,masa mau daftar ada kendala Udah berapa kali ganti nmr buat daftar ttp gak bisa juga ,tolong dong diperbaiki lagi apk ini,udh banyak saya buang² paket data buat downlod apk ini",2,negatif
2ce5491d-45e6-47b1-a1cc-9178467998b3,baguss,5,positif
d88278fd-febf-47d5-9dfa-f20e48fc0da3,Bgus,5,positif
1f2cd849-7c21-4971-8685-e98682e7cc0b,coba,5,positif
523ba479-407b-4b91-9f57-5c9db098e6e1,"Mending hapus fitur Dana bisnis. Penarikan saldo ribet, udah nunggu besoknya pukul 17.00 keatas masih belum bisa ditarik, harus komplain dulu. LoL.",1,negatif
21bcea80-2168-4721-9443-9e778eec3976,gabisa dibuat login,1,negatif
c7b2ed39-b218-470b-9045-7cce6ee56433,trimksh,5,positif
57a35a27-997f-4cdc-b0c7-ad6915f766d5,mantap,5,positif
1e62501b-dd53-4f87-ab1d-805f8b63c117,"Lupa pin gak bisa masuk, udh coba ubah pin baru ttp msh gak bisa. hubungi pihak dana sangat susah, dan sulit, coba tolong jangan di persulit harusnya dibantu hdeuh...",1,negatif
cc8c6caa-db67-4cd8-a088-c71c2e64a48d,mantap,5,positif
9507d4d1-79af-4b56-b654-86130fa08b99,"dana sangat membantu dan mempermudah transaksi , free biaya adm , cepat dan mudah digunakan dimanapun",5,positif
5e81b91b-695d-4ef5-8a06-66caffa6ed73,mantap pake dana,5,positif
67d804b8-f060-4ff9-b664-a33affc9c344,"Saldo dana bisnis diproses terus ngga kelar² sudah 24 jam lebih, asuuu",1,negatif
4c3835d1-11d1-4b79-b663-e87c6ec46d8b,"Pelayan kurang baik, memang kelalaian saya akun sampai di curi dan sudah di ubah oleh pihak yg tidak bertanggung jawab , sudah saya kontak lewat gmail dana sampai sekaranf tidak ada balasan kecewaa!!!!!",1,negatif
12cd9211-f248-4dab-9af1-fc526578a373,Saya mau tf ke teman saya tpi di suruh upgrade Saya udah upgrade tpi g di konfirmasi sama pihak nya Jadi gmna cara nya,1,negatif
8a14ad74-829c-4a5a-b45c-d52cacc4edad,"saya sangat terbantu untuk transaksi, Terima kasih Dana",5,positif
fd7ea6df-5124-4c35-b1a1-ba18ed2f5c14,Gara gara klik Link Dana Kaget saldo saya habis... Tolong buat admin ini diproses.. Bahkan saya tidak bisa masuk di aplikasi dana karena akun saya di log out oleh pihak penipu 🙏🏻🙏🏻,5,positif
a62602ad-46aa-4bfc-9626-ae7279aa050d,Apa apain sih nih dana suruh update terusssss aja update ga bisa buka buka... Server jelek,1,negatif
9f1e28c0-1376-4406-ac34-7007c19e44a9,sangat baik,5,positif
e5b76b2a-0869-468c-b26a-c346721f9cf3,Jngan Di Dwonlod Uang Saya Hilang Ga Di Kembaliin Kurang Lebih 225Rbu Ini Aplikasi Sial Tukang Tipu,1,negatif
3d96ddbc-1367-4428-9502-2b3f852b38ab,"Dana sekarang parah harus 2 kali login baru bisa transaksi, udah cukup sampe sini aja pake dana balik lagi ke mobile banking",1,negatif
6f6c9726-ab16-4074-a7da-c8e0827886c5,"Kurang keamanannya,, gampang dibobol",1,negatif
48668a89-2a25-4e64-a646-15581a86be63,"Sudah 3 hari minta reset password, udah 3 hari gak bisa masuk, costumer service nya lambat sekali, udah email gak ada tanggapan sampai sekarang, tolong diperbaiki dan dipermudah lagi untuk lupa password",1,negatif
2c5e2414-5765-4288-b2f1-7df4a4582182,Sangat membantu dan mempermudah sregala urusan transaksi,5,positif
ec001c7e-e782-4274-aaa7-087aba033e19,oh,3,netral
f1d28980-3a03-4ab8-98ca-ade389b05ba5,Aplikasi keuangan yang paling terburuk pin sudah diubah berkali kali dan pin yang dimasukan selalu sama dan tepat kenapa tidak mau masuk,1,negatif
bbf2f360-be94-4929-9a6d-c88ff1250161,Semoga lebih menyenangkan saya di akun dana NAMA SAYA ABDUL MUIN DI AKUN SAYA SALAH TULIS ABDUL MUN APA BISA DI PERBAIKKI,5,positif
6e776f9f-349f-4780-9c5a-e16914263561,Ok,5,positif
0ec17310-947c-4890-98f7-a8badd552f23,Kami sudah menerima pesan kamu. Tim DANA akan memberi jawaban segera. Mohon bersabar ya karena ini bukan Live chat. Thu 9:06 PM Dari tgl 14 sampai tgl 18 masih dalam kendala minta di batalin jawaban nya cuman gitu doang tiap hari,1,negatif
855d2191-8f06-4a0f-a16c-9e99b42c4cb0,Keamanannya buruk!!!!!!,1,negatif
7d3a5b5c-a8e0-4772-bc2e-ade53a62714d,"ga pernah berlangganan sm merchant apapun,tpi saldo kesedot sendiri, akun juga blm dikaitkan email",1,negatif
c431a29e-e8dd-45fe-9412-c159eddc9e59,👍👍👍,5,positif
b42bfc9f-a03f-4655-98d3-457d64c36d46,mantap,5,positif
6ccb1fff-c3e5-4a95-b383-8bc02fedbebe,Ribet,2,negatif
a07f61d2-4ce4-4ae9-a4b4-73d839189990,langsung 5aja,5,positif
a737c5e2-f1a0-44ca-bbe5-0633e73cd492,tertolong banget ada dana,5,positif
a3070e62-3300-4507-b261-c2ddff5e0d36,Ko sya tdk bsa msuk ke aplikasi dana ka,5,positif
42a44392-0d08-4058-9056-afda9258b8dc,Transaksi payah ...lambat erorr terus,2,negatif
bdd95ac5-a585-4b24-a688-4d0d2e0b1a4b,"saya merasa dirugikan oleh pihak dana, akun dana saya di bekukan alasanya pin salah saya sudah ngisi formulir, formulir, dan formulir, lalu disuruh nunggu, nunggu sampai saya merasa putus asa sehingga tidak kebuka sampai sekarang.. Yang membuat saya merasa dirugikan tentu karna saldo saya yang masih lumayan menurut saya di dana... Setelah saya pikir pikir mungkin memang itu mau nya pihak dana.... Untuk itu saya cuma mau mengingatkan ke semua org agar hati2 kalau mau bertransaksi di dana",1,negatif
465715d4-0173-4f98-9899-8662108a48a6,top the top aplikasi,5,positif
b0407076-0295-4b49-8232-96a678acdeca,Good,4,positif
7ee05bd3-901e-44f7-91ef-5c686c0de705,"Perna menjadi kepala dusum,desa Rimba Alai",1,negatif
5ea43678-0d32-4875-b2bb-2d087f519f50,"E-KTP nya udh rusak,,,kan dari nik aja udah sama,, masa gk bisa d upgrade,,, yg pnting kn nik nya,, tmbh ruwet anying,,,",1,negatif
af79f140-b4e8-4fc5-a173-82cc026f2edf,Dana gua kg bisa masuk gmna nih udah ganti sandi tetep kg bisa masuk? Gmna dah dana,1,negatif
f67061eb-b18a-4809-aa8c-f61ee9f9a8f3,sangat baik,5,positif
d4f4ddfb-ecf0-4de4-bb57-fc95918a0ca0,Good,5,positif
46825dff-7360-4996-b752-42b776a6da17,saya mau masuk ke akun saya mau ganti PIN udah diganti malah salah malah ada saldo nya tolong dibenarkan,1,negatif
52223223-a537-47c4-804e-76cdd480e2fc,"Tiba tiba pas buka dana ada tulisan ""nomor anda sudah terdaftar di pengguna lain"" Gak bisa login gak bisa ngapa2ain padahal sudah premium. Gak beres nih, solusinya gimana? Sebelum bisa masuk akun gak ada pusat resolusi atau yg lainnya. Lalu saldo nya bakalan hilang kah?",1,negatif
a4bca7c8-fd2f-4ce6-8d3c-204b4c67e3b4,kalo kirim kenapa ya sekarang agak lemot,4,positif
d264af23-85b5-4c13-bc6a-46dddd8c06f5,Lahh apk apaan ribet,1,negatif
b88aff6a-2b16-498f-9639-b53d1333e8b5,gk bisa di buka,2,negatif
321a5ae4-e643-4bc2-a94d-b6929c93d911,Tidak bisa krim uang isi pulsa gagal terus awal masuk gak ada sandi sudha kita top up suruh masukin sandi heran sama dana,1,negatif
4ca9bea5-3759-457b-982a-8fd317f8ef8a,mantap,5,positif
a21dfe79-6e59-4ba3-9960-35f6e1799a98,Lama penangan lupa pin,1,negatif
4d4da240-78c8-4b84-9c08-a6d664b6160e,Tolol ribet banget dana sekarang,1,negatif
12263213-f2c8-478f-a842-f9f1d463d4da,Bug wifi,1,negatif
07517e28-e538-4fc7-9dac-173dac216bc5,baik,5,positif
d629af26-9c74-4c97-a71e-5ae90f50ef95,good,5,positif
ee66aa3d-b036-4d16-b4b7-e3fcc81751c1,Setiap masukin pin salah mulu padahal sudah benar,2,negatif
e10e1993-9c59-4ec0-8c72-aed1cebd85a1,"Aplikasi jembooot lemot terus,padahal jaringan bagus, dikit2 update tapi gak ada perubahan sama sekekali,aplikasi cap gatel kakean update",1,negatif
38aa793d-319d-4fa7-8e23-1d09e622011d,mantap jiwa,5,positif
13c466a9-5e6d-471b-a02d-865a14e476b1,ok,5,positif
a404f478-0d50-4f35-9347-5712e71fc490,bagus,4,positif
0e72d455-49fb-4c68-99df-72674aaeaa4e,Ko aplikasi saya GK bisa di buka,2,negatif
d5bd8d37-4073-4e98-ac7c-5c22988fbace,memuaskan fitus transaksi dana,5,positif
9a1d5299-44fa-4049-81fe-a7474619daf9,"Hari ini saya mengalami kendala serius di apk Dana, semua laporan transaksi tidak terbaca, sehingga laporan transfer uang ke rekening orang tidak terlihat. Tolong sistem Apk Dana diperbaharui dan Kami pengguna apk jangan dipersulit.",1,negatif
07705d97-2b54-4191-a195-fc8d3759d944,Sulitnya upgrade ke premium Gagal coba lagi dan gagal coba lagi begitu seterusnya Parah,1,negatif
6f1aac22-2b23-40b3-bdf1-2a1ea268233f,Kenapa nii dana pas pencet passwordnya selalu salah coba lagi goblik,1,negatif
4c232e4b-3274-4e99-8b11-7a302a07230a,ok banget,5,positif
6b4e3073-19ee-4bac-b5f7-0a87eed6e464,mantap,5,positif
cce67519-c2cb-4707-adf8-a5bf14a6f5e7,Disuruh up date ke versi trbaru sdh sy lakukan jg tp berjam² sy coba log in gak bs jg trakhir sy apus apk nya trus download kmbali. Rasa nya percuma. Dana paling ribet trnyata .,1,negatif
74575733-c3fe-4dc5-8d1c-7befe21a0469,"Dana saya kenapasih selalu salah pin, sudah dapat pin baru melalui SMS tetap salah, sekarang login di device sendiri malah gabisa , login aja gabisa gmn pilih me",4,positif
51065a45-44f2-4e0e-ada0-03579013ee06,Lumayan susah,5,positif
63a68d4d-87a9-4c2f-8d27-31d5297eea47,KALO GA PREMIUM GA BISA TF LALU FUNGSINYA APA,1,negatif
f3940567-a0ef-4c3a-8f02-2b0abfa66fe7,lumayan bagus,5,positif
9760fc27-e113-49c1-acb3-0f4ee64691bb,Saldo dana saya tiba2 hilang 750rb waktu buka aplikasi Dana. Padahal saya tidak merasa melakukan transaksi atau pembayaran apapun. Gimana ini,1,negatif
1668b05d-7445-45a0-9991-2f862508af5e,Udah ga aman sih pake dana.. orang lain bisa jebol akun kita & uang hilang gitu aja.. Gada tindak lanjut nya.. percuma laporan isi data segala macem.. Bad bgt sih..,1,negatif
6bd27a63-b49f-4bad-a5a1-7b46e501fb2f,good job,4,positif
8d40d3bb-ca43-458a-914e-b83aa3c4c24e,"Tolong perbaiki, server lemot min itu aja🙏",1,negatif
99ab132d-7b71-4298-be57-b65b7b843514,ok,5,positif
99021d90-2982-4a7b-bda6-4220a39b22b5,Bagus dan aman,4,positif
2b1c963c-04f2-4219-9ac8-870213f86515,Waktu aku mencobanya malah ada peringatan akun anda tidak bisa masuk mohon diperbaiki 🙏,1,negatif
b76bf91d-ed0e-404d-b9ff-bee988cbe96f,Baguss lah,4,positif
30db3f8e-6a58-4633-b2bf-b3e0d377d070,Lama banget ah respon pengaduan y,1,negatif
93b460ef-4906-4383-b325-fac2c6bb7e33,sangat memuaskan dan bermanfaat..,5,positif
60ce49a3-c2ab-4c4e-8a6d-b09b873c599d,Oke,5,positif
8ca5fada-802d-48b3-a276-eb59afebd7dc,Ari dana kunaon tolol sugan,1,negatif
70b33c9e-d0cd-4fb6-94ae-72680d3bbd7d,Tolong perbaiki min Pas mau transaksi pin nya selalu salah padahal pin nya udah benar,1,negatif
76610cca-9db0-4252-b209-28ce4711b4b0,mudah cepat aman😘😘😘,4,positif
44fcd266-c14d-4e29-9484-b438356114ea,Bagusss,5,positif
d27fdfc3-c61b-473c-bcb2-4691b7f13748,Saya puass dengan pelayanan ini,5,positif
ac65a572-c578-4abe-963f-17a673a51319,Akun gw gak bisa masuk,5,positif
713b023e-cdee-41cf-a6e9-3167bae11e03,Mau beli paket data mebuka aja lemotnya minta ampun tolong di oerbaiki,1,negatif
636faa3a-ae08-4ec0-bd5b-4b79f875d783,Bagus,5,positif
f9f02f28-cf1e-452a-8f23-78444071d8ff,"Sering kali error,,,padahal dha ngelapor juga ke email tapi lama kali respon nya",1,negatif
77f68583-a2e0-430a-9fbb-781c2fd1cec2,Good,5,positif
fbf9f5ae-8482-480c-b392-db2cf966b8b5,"Tidak bisa buka, pin sudah benar .. hapus ..... Cusssss.",1,negatif
b5e9ff72-66c3-4aa0-b93f-721e288f3cf1,sangat bagus dapat memudahkan saya mengirim uang dengan cepat .,5,positif
348f5477-f14b-46ca-826f-f7b3634e21d6,good,5,positif
b059002d-e1af-43c9-b72e-c8f9f5df52b7,Aplikasi bermanfaat,5,positif
f790bb6d-adbe-46e6-80ab-2c421d545a52,Sbnarnya apk ini bagus sih tapi sayangnya stiap mau buka apk harus masukkan kode verifikasi. Malah harus 2x baru bisa terbuka. Tolong segera diperbaiki sistemnya.,4,positif
53f6a92d-d05c-40c5-ba34-408e09c9b026,llebiokkci,5,positif
3615698d-96cb-4a2a-b09c-56acff59d100,Respon adminya lambat,1,negatif
fb09f6b3-594c-4be2-a966-735db40fd194,Kacau transaksi pakai Qris . Udah 4 hari masih belum masuk di keterangan berhasil saldo sudah berkurang . Tapi di tujuan ga masuk .,1,negatif
6b5b3eb6-987b-4797-99ea-19b5923ee3ec,"mudah buat transaksi tapi admin supaya dikurangi lah, kemahalan, terimakasih",5,positif
bdaf732c-7ad9-410b-9a33-424a5841a863,mantap,5,positif
5d6c1ca4-5c2b-4ae5-9cb8-5bcfc49ebcf7,Min masa saya pembayaran di tokop ada waitingnya sampe jamnya habis baru bisa. Sedangkan duitnya ngurang barangnya ga bisa claim karna habis waktu 😒,1,negatif
2ada4342-8fb1-49e0-923e-7891440149e1,Mantaf bermanpat gak ribet,5,positif
1b2237d4-5308-44b3-90cb-746ba9b3c345,"Kasih fitur tarik dana lagi lah,gua udah kena bohong i Ama orang²,fitur ya biar gak di salah gunain mending pakai foto bukti baru balik lagi biar aman nanti gak panik kalau kena bohong i",1,negatif
3742abe8-3e61-4080-9061-73386d70a1b5,HEbat,1,negatif
caae2bad-5373-43bd-a9fc-08a6af659b0b,"sangat lambat, jaringan sudah bagus dan stabil tapi ttp saja lambat",1,negatif
63519eea-975c-43b9-a34a-1e35f708aafb,Blm pernah coba,5,positif
d756be2f-efbe-4e8f-9a25-60e4dd10f50a,ok,5,positif
335314bf-4e05-405f-b60e-cca6efcb04e7,Lemot,1,negatif
5d28cf79-5a8d-45a4-b7b3-5aa396347289,Reset pin aja susah baget,1,negatif
d1ae53be-fdd8-4a77-ad81-40deeb5cf3e1,ok,5,positif
3e76bf6d-524d-4f18-8778-e2887b65d788,Saya tidak bisa buka aplikasi dana di android ini,1,negatif
40f45c96-6d94-4b0b-b571-9cc2118a9484,keren,5,positif
0b35c278-b64a-43ec-b877-ecdca8114fdc,Tlong ada kan bos ku untuk pijaman di aplikasi dana,5,positif
03cd2dba-16db-454c-899b-e0d32ad891b4,Sip danantap,5,positif
901ceb68-d4a9-47c2-ac94-58a5039d1e91,Pokok nya sangat kecewa dengan aplikasi ini.,1,negatif
a162bbb2-03fa-4e94-9ef3-d795617627d4,ok,5,positif
e2603d98-76a8-46fb-a82a-b49853d7e051,bagus👍,5,positif
7ff1b74b-43c3-4d35-9181-bb9091c12c00,mantap,5,positif
bcba14de-f10c-4372-a713-93b2ac43f906,"aku ga bisa masuk akun dana ku ,,Sampek pusinggggg,ini gimanaaa dianaaaa",1,negatif
378b9a81-79cb-4924-b952-d5410ed458ee,"Dari 2021 main dana,sampai sejauh ini tidak pernah mengalami kendala apapun,sampai no dana premium hilang,terus ganti ke no yg baru,setiap ada kendala besar saya selalu , sukses terus dana, apk bebas admin , anti ribet2 ,",5,positif
7c70f360-02d7-4724-8176-920fdfbe623a,Dompet DANA topmarkotop,5,positif
07961702-278c-40a5-982d-9d688fc2e5be,"Parah amat ajir, lemot kayak kura""",1,negatif
0b1e4916-c350-4893-b3a4-43497cfb333b,TERHEBAT DARI YANG TERBAIK...MAK JOSS!!!!!,5,positif
de908db5-c01d-4137-a308-c4eb494eea7f,Erorr mulu gblk ah,1,negatif
a9da2ac9-b062-4ab1-ba54-cb1c83e8cd2c,"Daftar premium gagal mulu, customer carenya ga guna..",1,negatif
e4857a66-6f79-41c0-8cd6-7028badd7e76,MALING,1,negatif
7de151aa-7d9f-4664-a054-e705f697b2a3,butuh sinyal kuat biar bisa kirim ataupun transaksi,1,negatif
a1ed453d-b098-4f2d-8f4a-d485054113a5,Cepat mudah bertransaksi,5,positif
542f94ce-2866-4d78-90cf-69af29c0d819,semakin mudah transfer ke rekening bank apapun.. tingkatkan DANA.. DANA pancen jooss,5,positif
addaa40d-fdc3-4bed-a62d-4067588bbd1e,Ok,4,positif
f7ace83b-d116-499d-ae26-52f5072c55ee,Gak ada saldo 😭,3,netral
aa899926-ef66-45cf-8efb-8f5bdeee7ca4,"Buat yang belum download, Jangan download Apk Rusak ini. Setelah berhasil isi saldo apk ini tidak bisa di buka. Banyak oknum yang cari keuntungan dengan cara yang tidak baik.",1,negatif
1fbcbfe1-107c-4b7b-bb0c-fe94ac9bfa55,Akun di bekukan udah verifikasi masih gax bisa juga kacau,1,negatif
ddb772ea-f5a8-47d3-9178-1d8d889f71d4,"Live chat kok gabisa dipakai ya? Gak bisa akses gara"" pin invalid, padahal gak pernah ganti"" pin",1,negatif
26b9839e-b21a-4e12-b785-3fdc34bf5471,good,5,positif
85248e68-dd10-4f04-aed6-07c13a73a87a,Mantul,5,positif
f20ca80c-72ab-4ba7-b492-983b42d275a3,"Top up e money saja susah masuknya,padahal update bolak balik ke gerai indomaret",1,negatif
d23457b8-6907-4c53-8246-0a26cdfcfb0b,"Woiii kenapa tidak bisa reset PIN,, mau reset malah di persulit, hadehhh",1,negatif
6dfbb609-5f10-4408-8705-4a0358a920d6,"Lemot parah asli, kya buka internet kga ada kuota dan keamanan kurang",1,negatif
21c4fdde-d8b9-480c-85d2-e15382eb05ff,Oke sekarang udah gampang daftar nya,5,positif
ea6234b2-47b0-4c0d-859e-8b2891f2d0c7,semoga lebih baik LG,4,positif
3681f0c2-4b69-4c36-9a9b-34a70e000d57,Dana tolol setiap top up pasti ada aja saldo dana kesedot keamanan tolong diperbaiki masalah ini.,1,negatif
ca8cb9e9-c478-41ee-a7a3-dea74e90a238,Selalu ok,5,positif
8da933d9-2d0b-49d0-a152-98af4aa3b4c6,Mantuuull,5,positif
f1d1cd33-c223-4e65-bfa3-a989bd73b942,Aplikasi jelek Aplikasi error tidak bisa login lagi mskipun pin benar juga tetep aj salah ga bisa login Udah nelpon cs juga percuma gak ada manfaatnya Uang saya hilang tidak jelas kemana,1,negatif
3fdbc9b9-d9f7-42c6-ae4f-3d8fcbfef08d,"Kenapa akun saya ini selalu batal jadi premium padahal saya sudah upgrade pake passport dan kamrin sempet jadi premium setelah saya isi saldo kenapa malah ga premium lagi harus nunjukin dokumen pendukung , padahal saya sudah masukin bukti pasport bahwa saya asli, sekarang malah minta Poto kartu keluarga lagi, bukannya ga mau saya potoin min masalahnya saya sedang merantau di Jepang dan ga bawa KK,,, kalau mau sini zaryou card saya potoin kartu penduduk jepang,,,, capek saya dari dlu gini trus",1,negatif
52cd5473-dd8e-4f73-a710-21ca516d65f0,g bisa transfer,5,positif
17d2fb1f-c3e3-4e57-bfbc-5eff636c0704,Terbaik,5,positif
9c4c8e8d-8a2b-4248-bbde-3b4d0b719d1c,baik,5,positif
e928aeb8-5015-4010-b52a-04c9541d25ca,sangat bagus sekali,5,positif
016f92d8-0313-444b-833f-6c3efb1e95b8,akurat,4,positif
92b6c791-cd4b-4259-9d80-0292a2cdda94,Sangat menyukai aplikasi ini,5,positif
54d470b6-0196-41b3-985d-eb94668f823e,nice,5,positif
57d3e67f-14b6-4627-bd0e-d01d7158abc3,cepet kirim nya bestlah,5,positif
f17873f7-457b-4953-b906-2596f128d8fe,sanggat baguss👍👍👍,5,positif
a3aa7abe-c0cf-4bc3-a2b0-885703f1fa3a,tolong limit perbulannya di perbesar lag,4,positif
35df5940-234c-4b2d-89f2-01e33d62e6ec,"Jelek banget masa mau masuk salah pin kuku, udah mana diganti pin juga sama aja kagak bisa, kesel banget, disuruh ganti pin udah diganti tetep aja nggak bisa masuk jelkkk",1,negatif
b1fce922-6dd1-4b6f-bf6b-ea773ccd70f1,"Gal bisa login, pin salah terus padahal aslinya itu. Udh ganti pin sama aja pakai pin yg baru gk bisa login. Sering error, transaksi juga sering gagal menggunakan aplikasi dana",1,negatif
798760ea-5838-4ef9-83e7-e5605a867c6e,Br kmrn update skrg mnta update lg...mana skrg apliikasinya berat😔,3,netral
