reviewId,content,score
93c5e4e4-df52-48c8-8847-bbdfaf96ec78,mantap,5
cc8256f4-9b4e-4920-b0a6-f4e3ba15947d,"Mau transfer saldo 50rb sebelumnya cek saldo masih 30 ribuan. Kemudian topup saldo 25ribu maksudnya menambahkan saldo sebelumnya agar cukup untuk transfer saldo 50rb. Dapat notifikasi saldo masuk tapi cek saldonya ternyata malah berkurang. Kata Customer Service, saldo saya 0 sebelum topup 25rb. Saldo sisa 30ribuan. Merugikan pengguna aplikasi. Semoga diperbaiki sistemnya agar lebih baik lagi...",1
ca5a970a-c71a-4e42-903e-dd209bd462f3,Gk jelas saldo berkurang dengan apa san pembayaran play store,1
f6464d0e-e723-4198-9f0a-eba545d41a08,Saya mau daftar tidak bisa,1
dc608bac-c4e0-4af3-8fe9-25e81a83039c,mantap,5
a0af8ac0-0a36-45fd-9580-6d3c72287285,Saya tidak bisa melakukan transaksi pembayaran melalui dana..padahal saldo saya ada dan masih cukup..tolong diperbaiki segera dan dicek,1
8df228f0-b9ee-4425-9aae-5fe6569ee1d8,mantap,5
1d7a3b47-1f8b-4d88-966c-5b90d2f75793,puas banget make aplikasi ini,5
a8ce6f3b-13f2-41ac-9f2c-5313d2621c0e,good,5
cdf9ddc3-c2bc-416e-93c4-7c772c50b1a9,ok dana,4
ac0f1517-32c0-4a2b-99ad-f9f182bb3027,Banyak keluhan nya dari penguna,1
96e818f7-b83b-45cc-8a47-7772c9781f15,Iya ok,5
bdf2b633-6e86-4569-993b-b17d53f9637d,sangat membantu trf bank lain tidak pakai admin walaupun batas 10 x trr,5
ef66da7c-a10b-4c37-8ba7-ee56d93b6ba6,Nice,5
dbba1025-2591-4533-ac29-a9228a1fc7fa,"Dapet Dana point susah, giliran bisa main eh dapetnya zonk, sekarang malah tidak bisa ngambil untungnya..",3
fa510a59-739c-4fb8-abb7-2ec3a3b42729,"Perkara foto Selfi sama foto e KTP agak beda , jadi susah upgrade ke premium . Padahal pakai KTP pribadi bukan data orang , perihal foto Selfi sama foto di e KTP beda , itu karena foto di KTP masih kurus dan sekarang badan sudah gemuk . Minta bantuan di pusat resolusi eh yg balas robot . Macam gadak manusia di bumi ini kelen buatt Sampek robot yg kelen suruh balas bodatt",1
086de626-fcab-4152-955d-f96530d7151f,"Mohon di perbaiki lagi ini apk nya, setiap saya mau kirim saldo pasti sistem lagi sibuk, itu apa ya... Saya merasa terganggu soal itu... Saya mohon cepat di perbaiki lagi ini apk, saya hanya bisa kasih 1 bintang aja. Terima kasih",1
839e3678-3f8f-4862-b523-d9c9e45aade6,"Parah habis teansaksi akun saya suruh masukin otp,padahal barusan ngak usah otp,sekarang harus otp parah",1
eb28e99e-4d3e-48ee-9a25-fe1fe10b5ec9,Cukup membantu,5
f92d605b-c087-40a3-a257-4514d0753897,sangat puas sama aplikasi ini mknya sya kasih bintang 5😁🤗,5
978495d7-d44b-4b26-9edc-113a91e691b0,Udah sejauh ini tapi pelayanan costemer servis nya parah...,5
7c967f52-e3e1-4534-b71c-0bf7734ae16e,apk DANA sangat membatu buat sya.,5
bfaf069e-2a34-43d7-9a7c-72c14e7d5cc5,baik sangat,5
20866985-9069-4ba3-919d-d043f06e7110,Update yg sangat membagongkan,1
9c2d13b8-a560-41f6-bc1d-c2427e5be351,Banyak game yg sdh saya coba mainksn. Tapi hadiah tak pernah masuk ke Akun Dana saya.,5
82021109-85e0-4c09-b20c-877587003f0d,bagus,5
fc2dd7e3-0ff1-495c-a85f-c9989f5b7e9f,"bagus..tinga""l di tingkat kan lagi kedepan nya",5
df225474-7eb0-450a-9917-5d2202fca993,Bagaimana cara memasuka uang kedalam nya,1
5ac09f7b-3dcb-42f7-8b0f-e8902cdf9957,Ni aplk update terus tapi ga ada perubahan sama sekali malah tambah lag parah padahal jaringan bagus hp juga pake iphone 11 tolong d perbaiki lagi biar pengguna lebih puas,3
afb629af-81c6-4ba4-9c32-fe91579e2c91,okeh,5
f880d0ad-d690-4008-9563-25eba39d47f8,aman terpercaya,5
394e1045-df91-4123-94bf-e85e16bed342,mantap,5
2c4c2358-fbab-4f50-9c5c-25627bfcb768,"kirim uang , dan terima uang lebih mudah , bertransaksi online pun jadi mudah.",5
2f58f4af-7299-48b2-a517-1a3aa1decfa4,sangat membantu,5
3a4429e9-b55a-4d4f-8d59-1632c09e1a06,Bagus,5
d861f4e4-5f59-4327-9e66-5ac4ed18acae,okk,5
170a18ec-9e42-464d-9f54-9b474e80182f,bagus,5
09163d4d-592e-4b13-9b3e-f77dbcafe358,Aplikasi kacau Saya beli paket lewat aplikasi ini tp paket belum masuk saldo sudah terkuras Dasar penipu,1
1a69dfcc-a2f9-448e-bdbb-ad7acd53f4e3,Udah coba berapa kali daptar TPI gagal trus padahal KTP asli..tolong dong perbaiki..itu poto udah jelas banget kenapa gagal terus padahal udah di isi lagi dana nya TPI sia sia ngga kepake,1
3adbfa4f-9290-41c6-934d-541086e47227,Selalu pending dan pelayanan dana sangat buruk.... Saya menyesal memakai dana... Tidak ada jawaban pasti.. live chat pun selalu menutup pembicaraan seperti lari dari masalah,1
4a5332de-07da-4048-8eb6-10eba87ce1b6,apk yg sangat bermanfaat trus tingkatkan kualitas baik ya,5
8d1bbf93-5569-4f65-b527-37ae2929e16d,oke,5
19741d50-f907-4395-ba9a-bf4331f45a29,"Hallo kak, sudah lama setia sama dana karna memudahkan dalam tf, tapi kali ini sangat kecewa, tf ke bank dari tanggal 11 maret sampe skrng masih pending sudah komplain lewat gmail, diana, ig tapi masih disuruh nunggu, tolong dong cs nya yg live🙏🙏",1
fc203314-4ee0-4f4b-a138-b2c8993c4561,Penggunanya banyak tp server lambat 🤣,1
9741a434-1809-4fb4-b840-28703415b83d,Dana kenapa akhir akhir ini kaya giniii aku udh top up dari kemarin sampe skrg belum masukkk.,2
b5e83610-cdfb-44fb-ad46-b76c3cfae882,Bagus,5
57d4fa3c-bc1c-4dde-bd77-0e86cfd878fa,Gatau,5
5a71e05f-d38e-4b32-895c-5c7816358b8a,"Gk jelas nie apk,,,, kog gk bsa d buka",1
0b8d43d4-7744-4194-85da-178b79949f60,"OMG THANK YOU SO MUCH, BENER² SENENG BANGET TOP MARKOTOP UNTUK DANA STAFF😭😭😭 TADI NGELUH UANG KENA SEDOT GOOGLE EH JEDA 25 MENIT LANGSUNG DI KEMBALIKAN THANK YOU, AKU JADI BISA KE RS BUAT BELI OBAT MAMA KU😭😭😭😭🙏🏻",5
41474b22-efcc-48b6-9960-487b15a5106c,👌🏿,5
ae32aadd-5222-4d46-9bc6-942300ee1147,bagus,5
0c4b68bb-9083-485e-961d-4763d08f35ec,mempermudah transaksi,5
49634434-800d-4366-aa54-252d86e98859,bagus,5
5432716d-23c9-4bb0-a635-78004cf44ccd,"Aplikasi sampah Transaksi banyak pending, sangkut, Pelayanan komplain sangat lambat Aplikasi terparah di banding dengan aplikasi serupa",1
13a03ab1-a318-49e3-a5d1-e6111b17078c,manty,5
3e85fe15-c9de-4e12-a4a4-1b6dc36d62ed,baik,5
d7e5581d-e211-4285-a78c-a1d936717daa,Sangat bagus,5
ed3c2d36-41be-4244-9b7a-afa61543ecb8,"lumayan membantu mantap, tingkatkan terus, prestasi mu, ok kak",5
87c49ad8-9142-4eb6-8e36-a6a65853f3f4,so fast ya good,5
6c6d3e7a-eaa2-475d-8504-c82d4141ffa9,memuaskan..,5
e076c4ca-785c-4f7b-96d0-4512be0b04de,saya sangat kagum,3
5f1328e3-3738-4e01-9592-e97d57b1d3f7,"Ini gimna kok kalo saya mau login ga bisa"" selalu ada ""nomor telepon anda sudah terdaftar di pengguna lain"" itu kenapa padahal nomor saya sendiri gimna si ini katnya aman tapi malah gitu mulu",2
94f39f29-9218-4192-ab58-99bcb33587e6,"Kenapa ya sekarang aplikasinya sering error, kalau mau melakukan transaksi susah banget,,,",3
b83876b9-e793-40de-986e-0cce35be9bc9,Saat di buka pemberitahuan nya aplikasi ini tidak resmi gitu terusss,1
944052ae-97a1-4ff4-a304-f5bfe7947f3d,"sangat baik,bermanfaat",5
7afc46b3-66d5-4c58-b7bc-a5970660255a,andai bisa tarik tunai di segala bank,5
7661c8db-c2c9-4dbd-8bd4-ef8a47d50ac9,sangat baik,5
34b667cd-af69-429b-9420-1ed626fca209,Aplikasi tidak resmi terus menerus,1
0725dc74-fd1c-4ba5-bf7c-d14251d058d3,memuaskan sangat membantu,5
84f085c7-b097-4e5a-a95d-e0e2b81d03a7,Bagus,5
5c24a2d3-b9e9-42d8-b274-fe0f4beef19a,Aplikasi dana ini sangat membantu untuk mengirim uang kekeluarga saya yang jauh di kampung trimakasih aplikasi DANA.,5
7e67a4ef-ea0f-4eff-adea-7c3d96e9edc0,Mantap,5
30fbe545-5288-4855-9b88-29fadf17d440,"Ga jelas udh jelas"" Nik sama malah gagal"" Terus yg bener bikin apk kecewa berat",1
8b5d7d3e-0236-45c4-a4bf-5ed395cfc41d,ta kasih 3 dulu,3
19bcd139-78e6-4065-b22c-89a74430801b,Gagal trs Krn KTP blur apakah tidak ada cara lain utk upgrade premium,3
5810728a-a0ca-4e07-ab8f-409c7920bbf2,Membantu,5
8850b74f-9ddb-463d-8cce-a41554051585,Selamat siang DANA CARE Saya Punya Kendala Tranfer ke rekening BRI Ada Notif Berhasil Tapi Saldo Belum Juga Masuk Ke Rekening TUJUAN Saya Sudah Coba Ke DANA care EMAIL tapi Gagal Terus Mohon Bantuan Nyaa,1
052dc315-dbb2-4a06-a0c2-5534453c105e,sangat puas dgn dana,5
3b53d256-7cbd-475b-b516-bd85ed2fca65,Sering bermasalah,1
93567136-584a-4990-8d8c-cdf922842ef1,Bgus sih,5
d9d455e0-118b-4d3f-b2ce-41a15a7768aa,good,5
7d34a6cb-1891-42f8-8b34-632fb147e930,Ok,5
420b3d78-b0ac-4beb-b699-aa57d9a52f78,Kenapa akun saya di bekukan padahal saya ga pernah salah masukan pin,3
f07ac8ec-fa45-42b1-b477-c2ad606f01a5,Saldo saya hilang karena ada yang menghack tapi pihak dana malah bilang karena penipuan. Udah dilaporin ke dana care tapi saldo masih gak di balikin sampai sekarang. Berasa kaya di tipu padahal sudah ikutin semua maunya pihak dana. Kecewa parah sih ini.,1
97c3d066-2ec5-4db3-b970-6e8ec4816895,Dompet Digital Terbaik,5
46f97813-99bd-4c08-8ab6-85c6883b8919,"Makin kesini makin kesana ni dana sialan, TF dari org malah gagal dan dikembalikan mana ribet skrg klo mau yg harus ada otp sgala",1
a1614689-7e83-43ca-a3ac-da0e8dc8f392,Cocok untuk tempat menabung dan aman,5
e78ed6b6-de46-4255-b738-985b88e5cd3a,Tolong buat admin dana aplikasi dana knpa histori pengiriman nya gak bisa di hapus??,5
e883aff8-8433-4b9b-ae71-e057741ac973,puas enak lagi pake apliks dana,5
09ab90e2-5bf2-44e7-8400-1abdfb20c844,Halo ini Kenp yah tidak mau masuk dana padahal sudah update,3
48b6fb9b-7ace-472e-85a1-211d4b6f9397,Abis update palah transaksi ketunda hedeh jadi males pke aplikasi ini,1
6696269e-d168-4c0d-9810-caf5b96c27bb,aplikasi koclok error aee duwek ku 50 nganghor bawok,2
0f699517-be40-4124-af93-708edbe84d6f,Semoga bermafaat aplikasi ini,5
15d40598-50d2-4f91-bc68-54140d78d5bc,mudah digunakan,5
8c5e8990-7e9a-42f6-b68c-7897135b9a7d,"transfer antar bank gratis, sangat membantu",5
a2f8ce40-a28b-4fac-95c0-19dff2c0e8e6,Bagus pempermudah,5
445c872f-0d2e-48eb-9d97-6ff7410b2690,Kenapa gk bisa di download we padahal penyimpanan masih banyak betulin dong nanti ku kasih bintang lagi,1
77a1830c-70a0-4c87-801d-82773b693f3d,"Maaf aplikasi nya susah untuk download,",3
02c8d1a0-4cf3-490f-8f60-8f4d0ba062df,Bagus untuk penyimpanan cuman tidak bisa buat beli apa apa harus pake pin bos,5
298fed67-ff3f-4626-819d-53a6aac87244,kirim uang dimana aja bisa.lebih praktis,5
cd268f07-11fb-4dd1-a23b-6f5264a0d070,sangat bagus,5
85d6718f-685a-44e9-88ba-6f1afe1ef35a,"sering gangguan,,, lama2 mls pake dana",1
2af9bc1c-d7e2-4d60-bc5d-e0d619db9056,pakai dana jd lebih mudah,5
3d25d1da-d1ac-4cce-96ed-2d32e53c2c0b,work it,5
2975accd-d018-4cdf-af3e-b6a2f8480543,mantap,5
7a0abdd9-04db-45b4-8c83-ef2ec495ac2e,"terima kasih aplikasinya mudah digunakan, apalagi untuk TF uang sangat cpt",4
1fb194ac-a2b0-4fd3-91ca-814ee809713e,Oke,5
abfb3cec-7c11-4b28-93f4-0cd88754136b,"Setiap mau TF ke no dana yang baru kok gk bisa iy,,",3
c83e56c2-68fc-495e-9a5b-8087c982de99,Saya ada keluhan yang belum di bereskan. Mengenai dana saya yang hilang. Ada transaksi keluar RP.2.450.000. Yang saya tidak lakukan,1
2d2cb553-fae5-422c-b932-85a24da305fc,love bgt,4
79c45d16-6222-4504-9394-881be0805fa5,Keluhan tidak direspon Parahhh,1
2a19469c-c003-49fc-bf03-b8d15252b8c5,❤,5
0e4af107-3a23-4b05-a327-807848a8265d,"aplikasi rusak, sering error, saldo saya di tahan di aplikasi ini 👎👎",1
e4a1c861-921c-4dae-8727-a7dd73a10459,bagus sangat transaki pake dana mudah cepat,5
1886b861-ad09-4f17-ba2a-5a043a165493,good,5
e93ad1c9-951a-42e4-bcc0-442c94f179e0,Bagus,5
de4d13ad-6236-4af8-b3e9-d1d71b167c18,Mantaaap,5
2fa4e989-98f8-46c9-be6e-e5923b9a69f1,ok punya,5
53460ea6-47f4-4fa1-a5e8-1be7b287125e,siip,4
b3452b4a-e2bc-41ea-aac1-74c645a9d37c,Saya Kasih Bintang 3 Bos Q.,3
56ef32e4-8a94-4d88-92e8-a6b61a661976,"Saya beri 5 bintang agar permasalahan saya cepat di selesaikan. Saya melakukan transaksi transfer Ke bank , tetapi uang tidak masuk ke rekening tujuan dan saldo dana saya terpotong. Buka kali ini terjadi permasalahan seperti ini , yg lalu lalu pun sudah pernah . Saya sudah chat customer tetap saja hasilnya tidak ada. Kalo gini terus lama lama saya pindak APK",5
40117da2-bc1f-4cb9-963f-b3f595f949a8,Kenapa daftar slalu gagal terutama masukkan pin,1
080199fe-17ff-4f6a-8876-68b71dd6bdd6,"Kebanyakan update terus. Aplikasi lemot. Tolong biaya penarikan lewat ATM BC* dikurangi, krn kita jg di potong pulsa buat sms notif",2
95e624e3-0e74-4e58-94c4-7004beac2c25,mantap,5
0c77c388-9706-4734-8290-632a5d3df096,Minta tolong klarifikasi premium gagal terus,5
182e3fe2-f369-4dab-af26-fb5bf5e17111,Kenapa habis upgrade saldo saya langsung nol padahal uang saya sudah banyak didalam yang benar lah pihak dana,1
43867503-5a50-42ea-ab99-78fef02f44d1,jadi lebih mudah untuk bertransaksi❤❤❤❤,5
68cf1fae-cd1c-47e8-99ac-bf671e2bb5d0,"Dana sangat memudahkan sekali saat brtransaksi uang elektronik, tapi sayangnya makin ke sini biaya transfer uang smakin naik.. dulu transfer nominal 50rb ke atas sudah bebas biaya admin, sekarang kena biaya admin 2.500 per transaksi. So far So good..👍👍",4
24d86f8b-76e6-4a42-8d8b-989d298d536c,Ko ga bisa ke buka ya,5
00652876-480a-4103-987b-b6b4b253a043,Xxxxxxxxc👍👍👍👍👍👍,5
b9cf9f52-0a37-4ebb-9186-4700db1fa91a,"Keren si sangat lengkap,cuman update itu loh ga nahan",5
12344840-7cde-4ba6-b76c-2ef0f7df5459,josss,5
0104589c-7956-44de-9ec8-544a7501b636,"Plis lah ni aplikasi dana makin ke sini sering eror heran ,",3
cd57b25a-e3ac-4582-b19c-2729de689c7c,sangat²puas,5
fd3ab8cb-0796-47d0-aaf1-4b5160dbf0f2,aplikasi terbaik,5
db6626ea-2d10-44fe-add6-f4e3ed3c4219,banyak kendala. aplikasi sangat tidak memuaskan,1
3e64d31a-a25f-4234-b9f6-89b357410013,isi saldo sekarang ada potongan,2
aa23b6f5-6a14-4038-9c05-8385747b133d,apk sangat membantu bgt,5
3f25a264-ea01-4c4b-841d-ec575d4d4c48,Aku kasih ranting semua dech lima(5),5
35d1c504-570b-4a65-a03a-cb7c0ca9588b,"Buat laporan dari 11 januari 2023 karena sudah beli paket kuota di myxl tapi kuota tidak masuk dan uang tidak kembali, saat dicek sekarang tanggal 16 Maret 2023 malah laporan ditutup tanpa kejelasan, bukan soal nominal, tapi kalau layanan seperti ini, user pasti akan beralih ke aplikasi lain",1
c4b9811a-27c4-4fe5-a86e-1f358e2123b3,Tidak bisa buka ufded,1
8d2886d4-a3e4-4570-a981-185ae2e8a18a,DANA super mantap,5
65d6f039-b579-4fef-8925-ae2e035dc312,"Dana udh ga bener, topup e-money ga masuk2 udh 1 Minggu nungguin, konfirmasi pun tanggapan nya bersabar trus TPi udh 1 Minggu ga masuk-masuk",1
2c82bb2f-2121-46c6-a411-197a7c607678,"Sangat kecewa skrng aplikasih nya makin buruk lemott, saldo saya pending udh berhari² ga ada keejelasan",1
cbeb3263-ab7f-47be-9051-e14f65876754,Uang saya ilang 300k. Ada pembayaran qris agen pls.. Dan ini penipuan,1
fcec243b-41f7-457d-8c9a-9517967b6805,bagus,5
dfa2bd6f-ded2-446e-a6a2-eed3bf0d8014,Sagat ba gus,5
3499df86-abe2-4e6c-a070-98660e6078ec,Bagus dan amanah,5
668f0639-2920-4f1b-a7dc-6baf6c73fa8d,bagus,5
df82c721-3e9d-4081-98ee-4bb3509404d6,"Dana burik parah, saya masuk keluar lagi, dah brp kali nyoba strs bgt nih dana,tolong perbaikiiiii jangan diam melulu",1
0090a91a-f424-4e13-ab75-aa3f213c3c79,Ok lh,5
351bb77d-a6ea-43a9-a52f-9ac4fe69de31,"Kenapa tidak bisa top up e-money mandiri di uang elektronik dan selalu tertulis ""terjadi gangguan pada koneksi. Silahkan coba beberapa saat lagi"" dan sudah sampai seminggu lebih masih seperti itu",5
b99f9591-35dd-4875-a64e-7d61e178d8ba,Apk gk guna bikin merugikan bnyk penipuan Jaminan uang gk kembali ☹️,1
391d6bc7-82f4-43ad-8d9b-463598cbe46a,nice bgt,5
09089fde-a9ed-40f8-ada4-3ed3d01ccaf8,Pembayaran aplikasi langsung terpotong tanpa persetujuan yang jelas,1
b039ceeb-6785-4df9-87af-9a298d8bba42,sangat membantu,5
cdbe987a-d63d-4037-8ef9-42aa834599fa,puas,5
85fb5e8c-2adb-4947-a928-7a28702b7597,transfer sangat mudah,5
642536a4-7268-4b78-86a1-2689f606c27b,Kok uang saya disedot sih,2
12732706-1ec5-4da4-abff-b058b9737b0e,Kenapa saat masuk ke Dana AplikasiNya Kembali di menu utama,1
8a1a0192-fdf7-43d1-9da1-a0a615f82454,mudah melakukan transaksi dan tidak perlu nunggu lama..kalo bisa diperbanyak pitur gratis kirim ke bank nya,5
bd001a42-c19e-4d29-a6f1-33344e460e59,"sangat membantu, terimakasih",5
f7f076ad-d376-4cab-ad0f-bfede98c9cd8,seya senang mengunakan dana,5
5eee4355-cba9-4231-83d0-2cb7af8ca041,sangat membantu,5
5f033b2f-9101-4326-9c69-d219fde3361d,Sangat membantu dan memudahkan dalam segala transaksi auto bintang 5 deh,5
9314df82-3dd8-4900-9f51-81e7ea569f34,Simple dan memuaskan,5
4397989f-21db-4e1a-bd25-2bd797a2bf0f,"sangat membantu urusan usaha saya, transfer jd lebih mudah tanpa rekening & atm",5
2aec7566-c0c1-4986-b6c7-11004c4c1c9f,"Ini gimana ka, buat upgrade premiumnya sudah berkali2 ko gagal terus duitnya masih banyak di aflikasi dana",2
378d7078-155c-4a43-af5e-38aa0948e98b,"Aplikasi Dana sungguh membuat hatiku gembira dng adanya Dana saya sangat beruntung sudah main game dapat uang lagi, mantaaaaaaapp...... Gaesss.",5
16779df0-d2a5-4521-8c4d-2e8bea9b1d0c,bagus membantu sekali terima kasih,5
0f4e88de-f034-4189-8780-197cdcfa2598,baru kali ini aku mengalami apk dana uang hilang sendiri sungguh gak kusangka aplikasi dana,1
3f26efec-7104-4088-bc7d-13b563b5a065,App jelek disarankan untuk tidak menggunakan app ini,1
7414b74c-5024-443b-a6af-a19aa80c5130,EROR trs. Payah,1
9990e269-ee49-4a9e-859f-87cf7c0c34ff,mantapsss banget,5
0214feeb-0734-4c88-b66d-3824b6d4e06e,Dana sudah g aman nih bos saldo saya udah di jeboll,1
86bb0565-6172-4b7b-b1d9-d87144686eab,lebih membantu saya dlm transaksi apa aja lebih mudah dan cepat...,5
de5aa644-0973-4781-a32f-187c98fd63ca,bagus,5
8088351a-de68-4160-b163-41a5bc0b698d,Mantap,5
ed02f44f-ff4f-4bec-b196-4cbc262c7eea,Baik,2
1af7ee84-2152-43ec-81b2-bacbf9170c29,Ngak puas.. Menunggu jawaban mau 3 hari belum ada jawaban.. Gimana pertanggung jawaban soal uang yang sdah di potong dari aplikasi dana .. tapi pembayaran masi di proses.. Sdah 3 hari belum jga berhasil.😡😡😡😡😡,1
37da713d-94d3-428a-bb79-adf304b06522,Habis di transfer malah gak bisa masuk lagi gimana sih ini dana,1
ece250d5-f334-47b9-92b7-c71dcf89301b,Mencoba dulu ya siapa tau Hoki,5
344cd92f-2b99-4915-962d-ddf183d39083,dana the best 🙏👍,5
4b0fedbe-e43f-43fd-a34a-aeb67e5dc754,Mantap,5
bc3fbd06-e7e1-4620-a7fd-21f5595738bf,"akun dana saya kenapa tiba2 tidak bisa di buka, saldo saya di akun gimna kok seenaknya gini",1
ac6e5eee-06df-406f-93fb-f42a30f06e75,"Dana is the best, mkasih",5
41a0e67b-8a08-4472-939c-7149ceb3e6cd,mantap...semua bisa dengan dana biaya admin termurah,5
627b6516-ec5e-4dbb-a8f2-dac1b953518d,saya tf pke ke bank lain ko gagal trus ya.... knpa bisa gtu ya,1
ed055205-b658-40d9-afd5-b941c3e087ac,mantap,4
468c144a-0a86-423f-abec-8e30dc20e569,"Jadi mudah bertransaksi dan hemat biaya,berapa lama dana premium bisa aktif...",5
16fddf17-013b-4929-b656-3d96045e0fff,"Aplikasi cacat, seenaknya saja membukan akun , sedangkan di dalam saldo saya masih ada",1
fdb18880-e43a-4a3d-92d0-ddb62f9481bf,"Saya unduh versi ini. Dan sudah memakainya sejak lama. Namun baru2 ini muncul peringatan, kalo versi ini adalah versi 'bajakan'. Bagaimana ini?",3
4c1fc277-42dd-4afd-8d78-56297e9de28b,"Upgrade premium gagal mulu,gak bisa masuk masuk",1
9d53bc8c-f65e-4410-8095-f7d14ae765ef,Lumayan,5
bfa97bc5-48e5-4198-919a-c18bac6a61ed,Dana semakin didepan yg lain lewat aplikasi yg bagus untuk kita semua saldo aman dan terbaik trimakasih dompet aplikasi dana..semoga makin terdepan bagi masyarakat indonesia,5
3e154751-9f21-4694-bee0-c2b0fa85a87e,MANTAP BETUL,5
73130f5a-848d-40e4-9a46-fc89db0ecf05,siiiiiplah mantap DANA yang terbaik👍💯,5
8d8458f6-e935-4d07-8881-ba16587c64c8,Cukup baik,5
0003ecd0-cbc4-4eca-8f3a-c4fcbca266b0,Aplikasi sampah,1
5eff3aba-c63f-49f0-a445-9e1c2e3dc8fc,biar bintang yng nilai,4
c70e8df9-0d86-4d0a-b0c8-2a106ff6014e,Susah update premium,1
3afd7c3a-af14-4121-a1bc-8505a25cac2a,Mantabs dan sangat berguna.... Kalau bisa kuota gratis transfernya tambah dong biar transaksinya lebih banyak lagi,5
509df43c-7bd1-4a89-96d0-a98ad9830bd8,"Uang ku nyangkut di dana udh seminggu 😭😭😭 Top up dr jumat smpai skrg blm masuk, tlg bantu 🙏🙏🙏 seblm nya aman saja namun kali ini entah knp dr paypal ke dana nyangkut 🙏🙏🙏",2
af8b4263-b275-4b57-b286-2a5b0ca15a85,suka banget pake dana ...lebih muda,5
81e1e7b1-1abf-4a92-8cb8-5db7479f23cc,ok,5
18e62330-96dd-4153-9a89-a1ad90b95dea,"Min, kenapa aku gak bisa verifikasi akun?",4
90daa3b5-8485-4fdf-9c7a-cb4376768d9c,pokoknya oke dech,5
37f17319-c5c1-402c-9566-1ba034c25309,Tidak bisa di download ia,4
c9325b47-5d4f-446b-ac28-bf0723f61e17,baik,5
a8f15799-28c2-4f43-82b6-1f221dbad00f,"Coba di baikin aplikasi nya, sekarang sering eror asww",1
ae4194e9-0a75-4cec-af92-606b88177e79,Selama pake aplikasi ini baru saat ini ga bisa dibuka2 sudah diupgrade tetep aja mana ada uangnya coba gmn ka,4
9ac33584-41ef-4844-9000-bbfff9bc72ac,mantaaap jadi mudah transaksiku,5
df5b0a21-c319-45df-8d01-61b7d8bbce6d,good,5
4d206cea-2177-44ec-9592-36ff0b931ca9,kelebihan dana adalah nomor rekening kita hanya nomor hp mantap tingkatkan terus dana bikin atm seluruh indonesia,5
61961466-c43e-41b5-afba-337d2bafb17a,sudah berapa kali update versi yang terbaru tapi buka dari icon transfer via bank dan dana bisnis masih juga blm bisa tolong dong diperbaki,3
c6db7f60-1118-4436-8408-62327a8d6a17,puas sekali dengan layanannya,5
